FitnessStagnationTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
40,0,0,2990,15,3,4,0,4031.2040218198636,4031.2040218198636,69576.2712
20,0,0,2272,15,3,4,9,4031.2040218198636,4035.817583342995,54312.8256
20,0,0,1306,15,3,4,8,4031.2040218198636,4032.328950065208,33558.7428
20,0,0,884,15,3,4,7,4031.2040218198636,4044.7086678578453,22223.6686
20,0,0,1896,15,3,4,6,4031.2040218198636,4032.3519416136737,56472.1158
20,0,0,1890,15,3,4,5,4031.2040218198636,4038.967841397407,49636.8891
20,0,0,958,15,3,4,4,4031.2040218198636,4032.260074431399,29379.4675
20,0,0,1728,15,3,4,3,4031.2040218198636,4035.3069590821033,48834.5071
20,0,0,1574,15,3,4,2,4031.2040218198636,4038.998565437208,46648.1273
20,0,0,1322,15,3,4,1,4031.2040218198636,4031.961272636535,37255.9353
20,0,0,1640,15,3,4,0,4031.2040218198636,4034.4238825688767,35262.335
10,0,0,644,15,3,4,9,4031.2040218198636,4039.6982651972853,12203.4225
10,0,0,676,15,3,4,8,4031.2040218198636,4044.3660838320247,9477.0068
10,0,0,436,15,3,4,7,4031.2040218198636,4040.044750657136,7196.9464
10,0,0,888,15,3,4,6,4031.2040218198636,4032.154906,16992.5599
10,0,0,782,15,3,4,5,4031.2040218198636,4036.9505832081963,13893.7836
10,0,0,522,15,3,4,4,4031.2040218198636,4044.3660838320247,9645.5474
10,0,0,480,15,3,4,3,4031.2040218198636,4044.3660838320247,8822.3277
10,0,0,826,15,3,4,2,4031.2040218198636,4035.951353,13439.2789
10,0,0,990,15,3,4,1,4031.2040218198636,4043.186300212787,13720.9361
10,0,0,692,15,3,4,0,4031.2040218198636,4044.3474106107915,9860.5815
5,0,0,294,15,3,4,9,4031.2040218198636,4044.3660838320247,3504.961
5,0,0,262,15,3,4,8,4031.2040218198636,4044.3660838320247,1898.5027
5,0,0,354,15,3,4,7,4031.2040218198636,4044.3660838320247,5811.3583
5,0,0,152,15,3,4,6,4031.2040218198636,4062.0886917257512,2461.4794
5,0,0,190,15,3,4,5,4031.2040218198636,4049.1260188814535,3552.432
5,0,0,418,15,3,4,4,4031.2040218198636,4044.3660838320247,5719.1118
5,0,0,184,15,3,4,3,4031.2040218198636,4058.2568072976765,2173.9407
5,0,0,332,15,3,4,2,4031.2040218198636,4044.3660838320247,4678.8553
5,0,0,154,15,3,4,1,4031.2040218198636,4062.0886917257512,2147.3159
5,0,0,386,15,3,4,0,4031.2040218198636,4031.961272636535,4168.2042
80,0,0,9318,15,3,5,9,5417.514263,5417.525968635324,163527.4263
80,0,0,9450,15,3,5,8,5417.514263,5417.538903,206891.4606
80,0,0,3846,15,3,5,7,5417.514263,5417.862112263665,80596.5714
80,0,0,8316,15,3,5,6,5417.514263,5417.529041856838,166711.7628
80,0,0,4712,15,3,5,5,5417.514263,5417.514263,96993.5434
80,0,0,7316,15,3,5,4,5417.514263,5417.514263,156969.0244
80,0,0,4724,15,3,5,3,5417.514263,5417.941653737971,103528.7329
80,0,0,7110,15,3,5,2,5417.514263,5417.572030890321,170050.7172
80,0,0,5024,15,3,5,1,5417.514263,5417.61211,116955.8807
80,0,0,7152,15,3,5,0,5417.514263,5417.905631225993,164719.0029
40,0,0,2544,15,3,5,9,5417.514263,5417.993616693913,64159.6412
40,0,0,2682,15,3,5,8,5417.514263,5417.655076329804,64156.4794
40,0,0,3172,15,3,5,7,5417.514263,5417.946529421095,72412.5694
40,0,0,3124,15,3,5,6,5417.514263,5418.049554173809,73688.3064
40,0,0,3486,15,3,5,5,5417.514263,5418.668252767055,76529.348
40,0,0,7420,15,3,5,4,5417.514263,5417.529296484324,172424.256
40,0,0,2548,15,3,5,3,5417.514263,5417.807646121919,71272.8636
40,0,0,2508,15,3,5,2,5417.514263,5417.538903,73517.604
40,0,0,5994,15,3,5,1,5417.514263,5417.631132055965,154373.1705
40,0,0,4808,15,3,5,0,5417.514263,5417.525968635324,134501.551
20,0,0,1628,15,3,5,9,5417.514263,5419.401412826596,43172.4694
20,0,0,1644,15,3,5,8,5417.514263,5417.712015378029,47318.324
20,0,0,1098,15,3,5,7,5417.514263,5417.7738342424545,33035.9606
20,0,0,1432,15,3,5,6,5417.514263,5418.7069571689635,42814.3383
20,0,0,2598,15,3,5,5,5417.514263,5418.710586919192,66603.1216
20,0,0,1506,15,3,5,4,5417.514263,5419.110394225321,39500.3395
20,0,0,2340,15,3,5,3,5417.514263,5418.3902893183395,62144.0596
20,0,0,1654,15,3,5,2,5417.514263,5418.127063009257,40942.5059
20,0,0,2642,15,3,5,1,5417.514263,5417.559815870829,73538.023
20,0,0,1566,15,3,5,0,5417.514263,5417.688881555338,45795.3196
10,0,0,642,15,3,5,9,5417.514263,5426.998010583601,18867.0991
10,0,0,1114,15,3,5,8,5417.514263,5419.306624057019,33216.5808
10,0,0,634,15,3,5,7,5417.514263,5425.217588833589,15734.2274
10,0,0,1414,15,3,5,6,5417.514263,5418.727600199814,32610.2182
10,0,0,1018,15,3,5,5,5417.514263,5417.8511775799225,21533.9709
10,0,0,950,15,3,5,4,5417.514263,5418.936620888122,20820.4883
10,0,0,746,15,3,5,3,5417.514263,5418.392996465748,14262.8092
10,0,0,774,15,3,5,2,5417.514263,5418.975800757731,13875.5173
10,0,0,442,15,3,5,1,5417.514263,5460.1741686513205,6925.2964
10,0,0,724,15,3,5,0,5417.514263,5425.0761743395415,11848.2278
5,0,0,210,15,3,5,9,5417.514263,5428.938457027286,4283.7566
5,0,0,382,15,3,5,8,5417.514263,5433.237639388004,5762.3023
5,0,0,582,15,3,5,7,5417.514263,5425.995990240292,10696.3945
5,0,0,362,15,3,5,6,5417.514263,5427.327624499152,6514.1191
5,0,0,476,15,3,5,5,5417.514263,5426.7170928915275,7286.0721
5,0,0,292,15,3,5,4,5417.514263,5419.334992225787,6543.9999
5,0,0,464,15,3,5,3,5417.514263,5418.556330312931,6666.0262
5,0,0,216,15,3,5,2,5417.514263,5427.427331895953,3337.2826
5,0,0,300,15,3,5,1,5417.514263,5425.655223262788,3302.5973
5,0,0,282,15,3,5,0,5417.514263,5460.623667374247,4301.167
80,0,0,9248,15,3,6,9,4418.443253022974,4418.444611176752,169338.8469
80,0,0,5434,15,3,6,8,4418.443253022974,4418.4807205133875,115085.5158
80,0,0,7200,15,3,6,7,4418.443253022974,4418.444611176752,154785.3401
80,0,0,6986,15,3,6,6,4418.443253022974,4418.4671943526355,146362.3811
80,0,0,6360,15,3,6,5,4418.443253022974,4418.443253022974,136924.6536
80,0,0,5138,15,3,6,4,4418.443253022974,4418.476261395089,111123.5159
80,0,0,5448,15,3,6,3,4418.443253022974,4418.455825471885,116208.0272
80,0,0,10100,15,3,6,2,4418.443253022974,4418.462480378654,231210.7377
80,0,0,5796,15,3,6,1,4418.443253022974,4418.444611176752,126530.1656
80,0,0,7162,15,3,6,0,4418.443253022974,4418.447272140675,169912.2384
40,0,0,2302,15,3,6,9,4418.443253022974,4418.548842559194,54394.2233
40,0,0,6486,15,3,6,8,4418.443253022974,4418.492282920268,163354.1964
40,0,0,6748,15,3,6,7,4418.443253022974,4418.6764895257165,168686.2057
40,0,0,4176,15,3,6,6,4418.443253022974,4418.6294235090445,109466.0834
40,0,0,4762,15,3,6,5,4418.443253022974,4418.463346050639,125483.2316
40,0,0,3686,15,3,6,4,4418.443253022974,4418.444611176752,92258.2054
40,0,0,4308,15,3,6,3,4418.443253022974,4418.456702490125,119249.3423
40,0,0,3504,15,3,6,2,4418.443253022974,4418.6968893069925,84097.2962
40,0,0,3592,15,3,6,1,4418.443253022974,4418.495145466399,91550.8802
40,0,0,4678,15,3,6,0,4418.443253022974,4418.5010773874355,116837.8737
20,0,0,2920,15,3,6,9,4418.443253022974,4419.677646694867,85681.6567
20,0,0,1442,15,3,6,8,4418.443253022974,4418.578803137232,38397.811
20,0,0,2792,15,3,6,7,4418.443253022974,4418.480677151518,78199.1824
20,0,0,2426,15,3,6,6,4418.443253022974,4418.548842559194,69989.8186
20,0,0,2020,15,3,6,5,4418.443253022974,4418.8718100073565,55871.6508
20,0,0,1948,15,3,6,4,4418.443253022974,4420.141248360961,52266.9435
20,0,0,2726,15,3,6,3,4418.443253022974,4418.769290090885,74979.7178
20,0,0,1716,15,3,6,2,4418.443253022974,4418.605158957062,47830.8094
20,0,0,964,15,3,6,1,4418.443253022974,4440.905670381795,23688.4154
20,0,0,3684,15,3,6,0,4418.443253022974,4418.495145466399,110166.7131
10,0,0,1402,15,3,6,9,4418.443253022974,4418.517870963402,38363.2162
10,0,0,346,15,3,6,8,4418.443253022974,4443.825617959105,6683.2324
10,0,0,1016,15,3,6,7,4418.443253022974,4420.067730577095,22299.7656
10,0,0,944,15,3,6,6,4418.443253022974,4430.367547137726,19052.9126
10,0,0,684,15,3,6,5,4418.443253022974,4432.590069027949,10792.9167
10,0,0,454,15,3,6,4,4418.443253022974,4443.174240347131,8103.9785
10,0,0,2212,15,3,6,3,4418.443253022974,4418.477136410209,46806.4535
10,0,0,432,15,3,6,2,4418.443253022974,4439.7602914408435,7145.4621
10,0,0,1146,15,3,6,1,4418.443253022974,4419.267832463569,18092.6778
10,0,0,1472,15,3,6,0,4418.443253022974,4419.387961337046,19036.3614
5,0,0,294,15,3,6,9,4418.443253022974,4419.783627,2727.1005
5,0,0,150,15,3,6,8,4418.443253022974,4443.825617959105,1186.8022
5,0,0,316,15,3,6,7,4418.443253022974,4432.458549195761,3255.168
5,0,0,224,15,3,6,6,4418.443253022974,4435.202964302487,2213.8993
5,0,0,576,15,3,6,5,4418.443253022974,4419.344527587855,9285.6657
5,0,0,264,15,3,6,4,4418.443253022974,4441.354642722256,1816.5066
5,0,0,156,15,3,6,3,4418.443253022974,4443.825617959105,2268.335
5,0,0,160,15,3,6,2,4418.443253022974,4443.825617959105,2097.4163
5,0,0,148,15,3,6,1,4418.443253022974,4443.825617959105,1174.5962
5,0,0,318,15,3,6,0,4418.443253022974,4424.188696928186,3849.1562
80,0,0,3396,15,3,7,9,4724.932895741994,4725.039883557702,80954.5485
80,0,0,5884,15,3,7,8,4724.932895741994,4725.0685491425265,146306.5742
80,0,0,5388,15,3,7,7,4724.932895741994,4724.933200525623,145970.7649
80,0,0,6060,15,3,7,6,4724.932895741994,4724.970351941054,142205.7112
80,0,0,6252,15,3,7,5,4724.932895741994,4724.962618767058,147537.168
80,0,0,4898,15,3,7,4,4724.932895741994,4724.959862540374,121319.0507
80,0,0,7520,15,3,7,3,4724.932895741994,4724.970351941054,175306.1225
80,0,0,3744,15,3,7,2,4724.932895741994,4725.084270111383,98104.6609
80,0,0,4668,15,3,7,1,4724.932895741994,4724.964748,122012.5402
80,0,0,8328,15,3,7,0,4724.932895741994,4724.965697671473,227032.9441
40,0,0,4162,15,3,7,9,4724.932895741994,4725.361771645477,111820.8939
40,0,0,2080,15,3,7,8,4724.932895741994,4725.080126547319,53296.7404
40,0,0,5238,15,3,7,7,4724.932895741994,4724.934517421384,147400.9314
40,0,0,1796,15,3,7,6,4724.932895741994,4725.034430825313,37833.8242
40,0,0,2614,15,3,7,5,4724.932895741994,4724.970351941054,65637.2735
40,0,0,2582,15,3,7,4,4724.932895741994,4725.389812054067,72231.145
40,0,0,3954,15,3,7,3,4724.932895741994,4724.959862540374,117054.747
40,0,0,2892,15,3,7,2,4724.932895741994,4725.028551999459,91984.6639
40,0,0,2006,15,3,7,1,4724.932895741994,4725.344697381898,61697.865
40,0,0,3798,15,3,7,0,4724.932895741994,4724.936671,125849.8255
20,0,0,1026,15,3,7,9,4724.932895741994,4729.932929608289,25334.9077
20,0,0,2306,15,3,7,8,4724.932895741994,4725.047419624508,68397.9234
20,0,0,1246,15,3,7,7,4724.932895741994,4724.983425658114,35816.3442
20,0,0,1072,15,3,7,6,4724.932895741994,4725.12035,32094.5275
20,0,0,1698,15,3,7,5,4724.932895741994,4725.172262202985,50469.4396
20,0,0,1620,15,3,7,4,4724.932895741994,4725.999145207281,42457.1686
20,0,0,1104,15,3,7,3,4724.932895741994,4725.151177919591,25668.0102
20,0,0,1350,15,3,7,2,4724.932895741994,4725.034430825313,28061.6526
20,0,0,1940,15,3,7,1,4724.932895741994,4724.970351941054,42756.3035
20,0,0,1916,15,3,7,0,4724.932895741994,4725.879478050322,34116.1479
10,0,0,930,15,3,7,9,4724.932895741994,4725.0423781943455,14695.3076
10,0,0,598,15,3,7,8,4724.932895741994,4725.790031510833,11353.2315
10,0,0,1320,15,3,7,7,4724.932895741994,4726.299485475128,16925.8786
10,0,0,378,15,3,7,6,4724.932895741994,4733.240661359573,3188.8903
10,0,0,384,15,3,7,5,4724.932895741994,4733.240661359573,5414.3339
10,0,0,816,15,3,7,4,4724.932895741994,4725.0423781943455,12087.8054
10,0,0,466,15,3,7,3,4724.932895741994,4733.240661359573,5530.411
10,0,0,566,15,3,7,2,4724.932895741994,4725.344697381898,8305.6656
10,0,0,626,15,3,7,1,4724.932895741994,4725.12035,8661.0138
10,0,0,574,15,3,7,0,4724.932895741994,4729.932929608289,6706.765
5,0,0,344,15,3,7,9,4724.932895741994,4725.2682008646525,4420.2986
5,0,0,214,15,3,7,8,4724.932895741994,4733.240661359573,1575.4596
5,0,0,190,15,3,7,7,4724.932895741994,4733.240661359573,1716.888
5,0,0,314,15,3,7,6,4724.932895741994,4731.614984131172,3541.5042
5,0,0,290,15,3,7,5,4724.932895741994,4725.12035,2842.9952
5,0,0,164,15,3,7,4,4724.932895741994,4731.919304953127,1920.0504
5,0,0,172,15,3,7,3,4724.932895741994,4733.240661359573,2497.9897
5,0,0,196,15,3,7,2,4724.932895741994,4733.240661359573,1801.2714
5,0,0,188,15,3,7,1,4724.932895741994,4733.240661359573,1845.0021
5,0,0,206,15,3,7,0,4724.932895741994,4733.387156,1416.3156
80,0,0,5008,15,3,8,9,4226.71866,4226.743460942336,100303.3171
80,0,0,5738,15,3,8,8,4226.71866,4226.9002889089625,119826.5189
80,0,0,3916,15,3,8,7,4226.71866,4227.037978,86885.9308
80,0,0,7250,15,3,8,6,4226.71866,4226.71866,158967.7343
80,0,0,5094,15,3,8,5,4226.71866,4226.730787685703,118902.2389
80,0,0,9136,15,3,8,4,4226.71866,4226.719945,213433.0145
80,0,0,10558,15,3,8,3,4226.71866,4226.71866,259485.6999
80,0,0,8452,15,3,8,2,4226.71866,4226.736421810726,204844.8987
80,0,0,8304,15,3,8,1,4226.71866,4226.719945,200880.9051
80,0,0,5348,15,3,8,0,4226.71866,4226.721104793014,135037.5246
40,0,0,5050,15,3,8,9,4226.71866,4226.724105014902,129224.9699
40,0,0,4790,15,3,8,8,4226.71866,4226.71866,134477.3682
40,0,0,2448,15,3,8,7,4226.71866,4226.752354,71822.592
40,0,0,3924,15,3,8,6,4226.71866,4226.730787685703,104448.691
40,0,0,1834,15,3,8,5,4226.71866,4227.870599197133,48732.2596
40,0,0,5076,15,3,8,4,4226.71866,4226.776114789429,139166.474
40,0,0,3178,15,3,8,3,4226.71866,4226.751296245789,95021.5718
40,0,0,1944,15,3,8,2,4226.71866,4226.727521029468,57262.775
40,0,0,2990,15,3,8,1,4226.71866,4226.828798362244,84449.5039
40,0,0,2572,15,3,8,0,4226.71866,4226.739763913457,68307.9801
20,0,0,2064,15,3,8,9,4226.71866,4227.533730495021,64327.2914
20,0,0,2038,15,3,8,8,4226.71866,4226.739763913457,68240.5588
20,0,0,1462,15,3,8,7,4226.71866,4228.516654069549,48347.2814
20,0,0,1554,15,3,8,6,4226.71866,4226.724105014902,45917.1065
20,0,0,1542,15,3,8,5,4226.71866,4226.772334378192,36261.878
20,0,0,1468,15,3,8,4,4226.71866,4226.8584614838455,46981.0486
20,0,0,1664,15,3,8,3,4226.71866,4226.796780712232,44075.9458
20,0,0,1616,15,3,8,2,4226.71866,4226.9002889089625,36537.4462
20,0,0,2162,15,3,8,1,4226.71866,4226.98561,45526.1098
20,0,0,3150,15,3,8,0,4226.71866,4226.9189897409815,61186.942
10,0,0,968,15,3,8,9,4226.71866,4227.231995715773,13966.7042
10,0,0,1164,15,3,8,8,4226.71866,4227.095214638617,19055.6707
10,0,0,736,15,3,8,7,4226.71866,4231.824389118681,11953.0164
10,0,0,974,15,3,8,6,4226.71866,4227.272652561411,13836.1962
10,0,0,1040,15,3,8,5,4226.71866,4227.032798410195,13818.8951
10,0,0,664,15,3,8,4,4226.71866,4229.280595727813,8292.5287
10,0,0,790,15,3,8,3,4226.71866,4226.872236,10204.1071
10,0,0,886,15,3,8,2,4226.71866,4229.081433334296,10033.4086
10,0,0,364,15,3,8,1,4226.71866,4234.483172,4150.582
10,0,0,1160,15,3,8,0,4226.71866,4226.757962318419,12297.8363
5,0,0,142,15,3,8,9,4226.71866,4246.794115899215,1134.2363
5,0,0,302,15,3,8,8,4226.71866,4233.541027281971,2579.3811
5,0,0,188,15,3,8,7,4226.71866,4229.837606303069,1186.3029
5,0,0,388,15,3,8,6,4226.71866,4226.751296245789,4283.6657
5,0,0,304,15,3,8,5,4226.71866,4229.314386643524,3129.804
5,0,0,558,15,3,8,4,4226.71866,4229.273755741795,3490.093
5,0,0,584,15,3,8,3,4226.71866,4227.814454714475,7276.979
5,0,0,212,15,3,8,2,4226.71866,4233.101861357107,1747.2925
5,0,0,146,15,3,8,1,4226.71866,4246.794115899215,994.632
5,0,0,206,15,3,8,0,4226.71866,4246.794115899215,1973.2695
80,0,0,11550,15,3,9,9,3808.019263815495,3808.0406822122786,211668.6386
80,0,0,7990,15,3,9,8,3808.019263815495,3808.0313263853673,148071.8032
80,0,0,3396,15,3,9,7,3808.019263815495,3808.034957019515,69845.6911
80,0,0,10138,15,3,9,6,3808.019263815495,3808.0210999489445,214935.2012
80,0,0,5666,15,3,9,5,3808.019263815495,3808.0706925043314,121923.0782
80,0,0,5438,15,3,9,4,3808.019263815495,3808.1221251220686,115024.1164
80,0,0,4812,15,3,9,3,3808.019263815495,3808.034957019515,105895.759
80,0,0,8416,15,3,9,2,3808.019263815495,3808.0203779696294,173885.1335
80,0,0,4752,15,3,9,1,3808.019263815495,3808.4288639817623,96517.3765
80,0,0,6062,15,3,9,0,3808.019263815495,3808.8177782406647,143406.3132
40,0,0,1916,15,3,9,9,3808.019263815495,3808.238367728546,42483.4693
40,0,0,4914,15,3,9,8,3808.019263815495,3808.509846422515,116139.0953
40,0,0,2810,15,3,9,7,3808.019263815495,3808.056283,61721.6873
40,0,0,1780,15,3,9,6,3808.019263815495,3808.779898736852,44133.2258
40,0,0,2790,15,3,9,5,3808.019263815495,3808.019263815495,65470.1834
40,0,0,4618,15,3,9,4,3808.019263815495,3808.1187986093646,107286.9828
40,0,0,3666,15,3,9,3,3808.019263815495,3808.027161838513,79348.4807
40,0,0,2054,15,3,9,2,3808.019263815495,3808.027161838513,47642.0854
40,0,0,3728,15,3,9,1,3808.019263815495,3808.019263815495,88108.3419
40,0,0,4930,15,3,9,0,3808.019263815495,3808.0313263853673,122645.3716
20,0,0,1536,15,3,9,9,3808.019263815495,3808.175150193212,41389.5742
20,0,0,882,15,3,9,8,3808.019263815495,3810.7087686724817,20839.7599
20,0,0,2532,15,3,9,7,3808.019263815495,3808.761692,68402.0195
20,0,0,1166,15,3,9,6,3808.019263815495,3808.9251788070774,34757.8129
20,0,0,2006,15,3,9,5,3808.019263815495,3808.1221251220686,45464.9471
20,0,0,2888,15,3,9,4,3808.019263815495,3808.0406822122786,53854.898
20,0,0,3660,15,3,9,3,3808.019263815495,3808.0210999489445,58707.521
20,0,0,2094,15,3,9,2,3808.019263815495,3808.051641448175,27871.1342
20,0,0,4264,15,3,9,1,3808.019263815495,3808.032754642355,51139.8131
20,0,0,1252,15,3,9,0,3808.019263815495,3808.1152953318688,13233.8432
10,0,0,986,15,3,9,9,3808.019263815495,3811.2960373722867,9774.9886
10,0,0,482,15,3,9,8,3808.019263815495,3808.6294473913867,4419.7966
10,0,0,1028,15,3,9,7,3808.019263815495,3808.1709711219232,9431.2636
10,0,0,756,15,3,9,6,3808.019263815495,3809.662938,6302.3456
10,0,0,454,15,3,9,5,3808.019263815495,3808.804415734336,3924.7914
10,0,0,962,15,3,9,4,3808.019263815495,3809.922385498021,8558.1818
10,0,0,912,15,3,9,3,3808.019263815495,3808.1221251220686,6623.834
10,0,0,1350,15,3,9,2,3808.019263815495,3808.1065792157788,11034.5506
10,0,0,626,15,3,9,1,3808.019263815495,3810.7594426844626,4533.0803
10,0,0,472,15,3,9,0,3808.019263815495,3808.378425722764,3411.045
5,0,0,152,15,3,9,9,3808.019263815495,3817.360009313994,987.1507
5,0,0,326,15,3,9,8,3808.019263815495,3808.2642559486285,2468.2154
5,0,0,254,15,3,9,7,3808.019263815495,3809.5576792322563,1181.2104
5,0,0,162,15,3,9,6,3808.019263815495,3817.360009313994,753.7532
5,0,0,144,15,3,9,5,3808.019263815495,3817.360009313994,727.2481
5,0,0,452,15,3,9,4,3808.019263815495,3809.794221634321,3245.8159
5,0,0,470,15,3,9,3,3808.019263815495,3808.7292318818745,2891.3992
5,0,0,156,15,3,9,2,3808.019263815495,3817.360009313994,757.9645
5,0,0,162,15,3,9,1,3808.019263815495,3817.360009313994,1115.9482
5,0,0,210,15,3,9,0,3808.019263815495,3817.360009313994,1498.9984
80,0,0,4762,15,3,10,9,4793.497258915201,4793.505788386171,94642.154
80,0,0,10580,15,3,10,8,4793.497258915201,4793.510153,197069.3867
80,0,0,9344,15,3,10,7,4793.497258915201,4793.497258915201,191063.7482
80,0,0,3202,15,3,10,6,4793.497258915201,4793.508033719645,73702.9133
80,0,0,4828,15,3,10,5,4793.497258915201,4793.508033719645,106888.3419
80,0,0,8280,15,3,10,4,4793.497258915201,4793.499455139316,204701.6701
80,0,0,7472,15,3,10,3,4793.497258915201,4793.497258915201,175106.7293
80,0,0,6376,15,3,10,2,4793.497258915201,4793.524860428584,165348.688
80,0,0,9014,15,3,10,1,4793.497258915201,4793.497258915201,212316.2612
80,0,0,6412,15,3,10,0,4793.497258915201,4793.499455139316,147757.7394
40,0,0,1856,15,3,10,9,4793.497258915201,4793.533456217604,44357.4709
40,0,0,5404,15,3,10,8,4793.497258915201,4793.6001338454935,120832.4643
40,0,0,2452,15,3,10,7,4793.497258915201,4796.066697299902,62955.6705
40,0,0,4232,15,3,10,6,4793.497258915201,4793.580674479968,97086.4357
40,0,0,3470,15,3,10,5,4793.497258915201,4793.558217597654,77368.8003
40,0,0,2038,15,3,10,4,4793.497258915201,4793.546508595917,52270.0122
40,0,0,2248,15,3,10,3,4793.497258915201,4793.670216976971,53180.2684
40,0,0,4188,15,3,10,2,4793.497258915201,4793.499455139316,111746.13
40,0,0,3164,15,3,10,1,4793.497258915201,4794.119248493473,73023.1803
40,0,0,4506,15,3,10,0,4793.497258915201,4793.539733751852,113793.0209
20,0,0,1834,15,3,10,9,4793.497258915201,4794.254106363993,45610.741
20,0,0,1282,15,3,10,8,4793.497258915201,4794.343349609673,35824.5436
20,0,0,3664,15,3,10,7,4793.497258915201,4793.510153,99957.924
20,0,0,1520,15,3,10,6,4793.497258915201,4793.757386,38704.0987
20,0,0,1204,15,3,10,5,4793.497258915201,4793.505788386171,28256.0578
20,0,0,1998,15,3,10,4,4793.497258915201,4794.569987814587,51145.15
20,0,0,1136,15,3,10,3,4793.497258915201,4793.993814900954,35558.2048
20,0,0,1552,15,3,10,2,4793.497258915201,4793.533456217604,48286.0495
20,0,0,2170,15,3,10,1,4793.497258915201,4793.6001338454935,61738.9107
20,0,0,2838,15,3,10,0,4793.497258915201,4793.588527951238,81309.0989
10,0,0,684,15,3,10,9,4793.497258915201,4799.970639236733,22687.5491
10,0,0,936,15,3,10,8,4793.497258915201,4795.194585454043,24995.8052
10,0,0,460,15,3,10,7,4793.497258915201,4797.673043347567,14669.6286
10,0,0,1214,15,3,10,6,4793.497258915201,4793.587123388939,31172.1717
10,0,0,1192,15,3,10,5,4793.497258915201,4794.253284276212,32597.6643
10,0,0,452,15,3,10,4,4793.497258915201,4808.617823,11009.5798
10,0,0,774,15,3,10,3,4793.497258915201,4793.7867141540155,21975.0095
10,0,0,1142,15,3,10,2,4793.497258915201,4793.529550070921,26979.8457
10,0,0,756,15,3,10,1,4793.497258915201,4796.619202073034,16112.3664
10,0,0,532,15,3,10,0,4793.497258915201,4800.230898261356,9542.0594
5,0,0,222,15,3,10,9,4793.497258915201,4802.929148397578,5646.0396
5,0,0,420,15,3,10,8,4793.497258915201,4795.715742993509,9167.3133
5,0,0,296,15,3,10,7,4793.497258915201,4796.951290370323,7296.8491
5,0,0,300,15,3,10,6,4793.497258915201,4793.993814900954,4144.2023
5,0,0,188,15,3,10,5,4793.497258915201,4809.8190523693565,4168.4585
5,0,0,436,15,3,10,4,4793.497258915201,4804.883056679198,9486.6428
5,0,0,152,15,3,10,3,4793.497258915201,4813.719472954445,3385.8338
5,0,0,184,15,3,10,2,4793.497258915201,4810.3339942322655,3505.6442
5,0,0,284,15,3,10,1,4793.497258915201,4795.599535489904,7461.6407
5,0,0,206,15,3,10,0,4793.497258915201,4813.719472954445,4134.9858
80,0,0,2944,15,4,1,9,4762.223727008465,4762.792953002728,84531.0352
80,0,0,6204,15,4,1,8,4762.223727008465,4762.371615924783,163569.9343
80,0,0,3430,15,4,1,7,4762.223727008465,4762.688714237948,88009.1586
80,0,0,4482,15,4,1,6,4762.223727008465,4762.486840902932,134763.2612
80,0,0,5908,15,4,1,5,4762.223727008465,4762.304080590117,170130.525
80,0,0,3894,15,4,1,4,4762.223727008465,4762.227608658494,100542.9512
80,0,0,3140,15,4,1,3,4762.223727008465,4762.375657826224,79581.2818
80,0,0,7166,15,4,1,2,4762.223727008465,4762.300036137756,206799.8096
80,0,0,3760,15,4,1,1,4762.223727008465,4762.486840902932,124586.3913
80,0,0,3912,15,4,1,0,4762.223727008465,4762.531756483035,115699.2072
40,0,0,2550,15,4,1,9,4762.223727008465,4762.787298249724,74536.2095
40,0,0,2420,15,4,1,8,4762.223727008465,4762.486840902932,85771.4124
40,0,0,2350,15,4,1,7,4762.223727008465,4762.688714237948,63136.7699
40,0,0,2164,15,4,1,6,4762.223727008465,4762.298239641855,71482.2005
40,0,0,2558,15,4,1,5,4762.223727008465,4762.300106236555,80491.1962
40,0,0,1458,15,4,1,4,4762.223727008465,4762.792953002728,47229.9795
40,0,0,3000,15,4,1,3,4762.223727008465,4762.700631979524,63576.9629
40,0,0,1452,15,4,1,2,4762.223727008465,4762.792953002728,29471.6201
40,0,0,2720,15,4,1,1,4762.223727008465,4762.786590328379,43512.0727
40,0,0,1770,15,4,1,0,4762.223727008465,4762.486840902932,27952.7904
20,0,0,1816,15,4,1,9,4762.223727008465,4762.479498827659,26280.7229
20,0,0,714,15,4,1,8,4762.223727008465,4762.792953002728,10592.6466
20,0,0,738,15,4,1,7,4762.223727008465,4762.792953002728,8459.093
20,0,0,992,15,4,1,6,4762.223727008465,4762.486840902932,11092.4709
20,0,0,716,15,4,1,5,4762.223727008465,4762.792953002728,7377.3873
20,0,0,940,15,4,1,4,4762.223727008465,4762.486840902932,9993.9438
20,0,0,692,15,4,1,3,4762.223727008465,4762.792953002728,10097.5933
20,0,0,690,15,4,1,2,4762.223727008465,4762.792953002728,6569.5546
20,0,0,826,15,4,1,1,4762.223727008465,4762.645426398736,7582.0998
20,0,0,740,15,4,1,0,4762.223727008465,4762.792953002728,6716.6021
10,0,0,342,15,4,1,9,4762.223727008465,4762.792953002728,2430.626
10,0,0,474,15,4,1,8,4762.223727008465,4762.688714237948,2705.9542
10,0,0,322,15,4,1,7,4762.223727008465,4762.792953002728,2756.6678
10,0,0,528,15,4,1,6,4762.223727008465,4762.375657826224,3295.3903
10,0,0,342,15,4,1,5,4762.223727008465,4762.792953002728,2924.936
