FitnessStagnationTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
80,0,0,4980,20,6,8,2,6151.419958729613,6153.076926910035,234497.1442
80,0,0,6216,20,6,8,1,6151.419958729613,6152.848546377974,323665.8031
80,0,0,5656,20,6,8,0,6151.419958729613,6152.237321184088,286951.3237
40,0,0,1626,20,6,8,9,6151.419958729613,6152.954951,88656.0149
40,0,0,2902,20,6,8,8,6151.419958729613,6152.237321184088,148889.9548
40,0,0,2108,20,6,8,7,6151.419958729613,6155.0294336993275,121843.761
40,0,0,2682,20,6,8,6,6151.419958729613,6165.096273520351,144150.5721
40,0,0,1716,20,6,8,5,6151.419958729613,6155.052752974036,105203.196
40,0,0,4870,20,6,8,4,6151.419958729613,6151.518627712729,271696.2876
40,0,0,2534,20,6,8,3,6151.419958729613,6152.5215829201725,140047.1786
40,0,0,1708,20,6,8,2,6151.419958729613,6155.601488373046,92621.5996
40,0,0,3098,20,6,8,1,6151.419958729613,6161.622794848684,201330.5339
40,0,0,1560,20,6,8,0,6151.419958729613,6155.601488373046,96798.2932
20,0,0,866,20,6,8,9,6151.419958729613,6164.558947119176,50017.3671
20,0,0,712,20,6,8,8,6151.419958729613,6166.397877569408,49454.5794
20,0,0,1390,20,6,8,7,6151.419958729613,6151.926695952741,89291.8582
20,0,0,2812,20,6,8,6,6151.419958729613,6160.643811,170415.3192
20,0,0,1066,20,6,8,5,6151.419958729613,6161.677319626967,41203.0383
20,0,0,1452,20,6,8,4,6151.419958729613,6152.405835716061,60624.7615
20,0,0,1508,20,6,8,3,6151.419958729613,6152.193569124179,44328.25
20,0,0,1718,20,6,8,2,6151.419958729613,6152.380276392322,46466.2249
20,0,0,922,20,6,8,1,6151.419958729613,6156.9735802116165,21287.1849
20,0,0,1092,20,6,8,0,6151.419958729613,6157.723869785773,19874.1585
10,0,0,308,20,6,8,9,6151.419958729613,6166.397877569408,6818.4962
10,0,0,332,20,6,8,8,6151.419958729613,6166.397877569408,6066.3952
10,0,0,506,20,6,8,7,6151.419958729613,6161.418501972905,8669.5643
10,0,0,706,20,6,8,6,6151.419958729613,6151.847491957871,11664.9415
10,0,0,536,20,6,8,5,6151.419958729613,6155.601488373046,7747.9447
10,0,0,426,20,6,8,4,6151.419958729613,6161.317134833924,5276.8936
10,0,0,722,20,6,8,3,6151.419958729613,6153.261665344594,11029.7386
10,0,0,806,20,6,8,2,6151.419958729613,6156.730375060238,10408.5524
10,0,0,574,20,6,8,1,6151.419958729613,6157.161902554634,6835.3525
10,0,0,328,20,6,8,0,6151.419958729613,6166.397877569408,3923.5221
5,0,0,148,20,6,8,9,6151.419958729613,6166.397877569408,1485.7222
5,0,0,146,20,6,8,8,6151.419958729613,6166.397877569408,1661.5011
5,0,0,248,20,6,8,7,6151.419958729613,6166.212376785238,2450.2205
5,0,0,142,20,6,8,6,6151.419958729613,6166.397877569408,1523.6358
5,0,0,154,20,6,8,5,6151.419958729613,6166.397877569408,2117.9157
5,0,0,188,20,6,8,4,6151.419958729613,6160.926325734975,1740.6711
5,0,0,240,20,6,8,3,6151.419958729613,6161.317134833924,2267.4667
5,0,0,138,20,6,8,2,6151.419958729613,6166.397877569408,968.8587
5,0,0,220,20,6,8,1,6151.419958729613,6152.471595817922,2379.6332
5,0,0,204,20,6,8,0,6151.419958729613,6166.397877569408,2276.2343
80,0,0,6068,20,6,9,9,5740.0819581099195,5741.111381,182292.713
80,0,0,4468,20,6,9,8,5740.0819581099195,5741.287405317422,140970.0341
80,0,0,3888,20,6,9,7,5740.0819581099195,5740.1498908746025,126565.0823
80,0,0,7788,20,6,9,6,5740.0819581099195,5740.283555361408,257480.5574
80,0,0,8512,20,6,9,5,5740.0819581099195,5740.2549686116145,332993.583
80,0,0,8916,20,6,9,4,5740.0819581099195,5740.204861,334612.0419
80,0,0,6764,20,6,9,3,5740.0819581099195,5740.081993320267,270522.148
80,0,0,7750,20,6,9,2,5740.0819581099195,5740.204861,300367.2188
80,0,0,8734,20,6,9,1,5740.0819581099195,5740.317961723212,402591.2045
80,0,0,14020,20,6,9,0,5740.0819581099195,5740.100779679065,652997.955
40,0,0,3712,20,6,9,9,5740.0819581099195,5741.656367620361,214708.9418
40,0,0,2760,20,6,9,8,5740.0819581099195,5740.1498908746025,128652.2048
40,0,0,2400,20,6,9,7,5740.0819581099195,5740.4714589260175,122044.809
40,0,0,2246,20,6,9,6,5740.0819581099195,5744.087290411956,114724.0112
40,0,0,2372,20,6,9,5,5740.0819581099195,5741.860264972023,131639.5958
40,0,0,1686,20,6,9,4,5740.0819581099195,5748.614023776297,97723.9673
40,0,0,2172,20,6,9,3,5740.0819581099195,5740.907848,118837.3449
40,0,0,1902,20,6,9,2,5740.0819581099195,5741.1922525447435,102795.6572
40,0,0,1550,20,6,9,1,5740.0819581099195,5748.270241247597,80850.6867
40,0,0,3368,20,6,9,0,5740.0819581099195,5741.029227221818,191001.0931
20,0,0,802,20,6,9,9,5740.0819581099195,5752.247508893499,42768.7671
20,0,0,728,20,6,9,8,5740.0819581099195,5741.281773364392,42852.2022
20,0,0,1048,20,6,9,7,5740.0819581099195,5740.375955869221,63600.2373
20,0,0,888,20,6,9,6,5740.0819581099195,5740.907848,41837.8058
20,0,0,764,20,6,9,5,5740.0819581099195,5762.151140432981,35868.7312
20,0,0,1692,20,6,9,4,5740.0819581099195,5740.565919408771,60222.7147
20,0,0,1102,20,6,9,3,5740.0819581099195,5740.1498908746025,31878.5574
20,0,0,2500,20,6,9,2,5740.0819581099195,5743.240531,64455.411
20,0,0,1268,20,6,9,1,5740.0819581099195,5742.734778,24968.1748
20,0,0,1394,20,6,9,0,5740.0819581099195,5744.985515092487,24711.8611
10,0,0,378,20,6,9,9,5740.0819581099195,5785.048315467401,7518.2618
10,0,0,604,20,6,9,8,5740.0819581099195,5741.019679579278,9403.0735
10,0,0,506,20,6,9,7,5740.0819581099195,5743.202587514428,7982.525
10,0,0,842,20,6,9,6,5740.0819581099195,5741.543999901088,12743.2353
10,0,0,432,20,6,9,5,5740.0819581099195,5743.202587514428,5259.2234
10,0,0,596,20,6,9,4,5740.0819581099195,5746.557963,7811.0617
10,0,0,492,20,6,9,3,5740.0819581099195,5749.3036320936635,6446.0643
10,0,0,558,20,6,9,2,5740.0819581099195,5740.127407122718,5700.6963
10,0,0,874,20,6,9,1,5740.0819581099195,5746.698666967395,9278.5763
10,0,0,1088,20,6,9,0,5740.0819581099195,5750.0195438759365,11190.2386
5,0,0,186,20,6,9,9,5740.0819581099195,5750.972039098987,1786.7589
5,0,0,336,20,6,9,8,5740.0819581099195,5740.876459261383,3332.1629
5,0,0,182,20,6,9,7,5740.0819581099195,5750.972039098987,1203.8
5,0,0,458,20,6,9,6,5740.0819581099195,5740.375955869221,4215.205
5,0,0,186,20,6,9,5,5740.0819581099195,5750.972039098987,1788.9299
5,0,0,406,20,6,9,4,5740.0819581099195,5743.208506604067,3269.0538
5,0,0,194,20,6,9,3,5740.0819581099195,5750.972039098987,1415.1681
5,0,0,290,20,6,9,2,5740.0819581099195,5746.4112632386095,2300.3241
5,0,0,446,20,6,9,1,5740.0819581099195,5743.208506604067,4097.4885
5,0,0,386,20,6,9,0,5740.0819581099195,5762.460441274994,3417.7668
80,0,0,7516,20,6,10,9,6028.412802117677,6028.887231,219744.9503
80,0,0,6164,20,6,10,8,6028.412802117677,6029.460939729951,171684.0917
80,0,0,8464,20,6,10,7,6028.412802117677,6028.887231,247861.5748
80,0,0,4908,20,6,10,6,6028.412802117677,6028.4448627646125,176677.4088
80,0,0,9286,20,6,10,5,6028.412802117677,6029.157670134523,299536.649
80,0,0,4924,20,6,10,4,6028.412802117677,6030.191773791322,173046.8084
80,0,0,7616,20,6,10,3,6028.412802117677,6028.887231,267096.0426
80,0,0,4692,20,6,10,2,6028.412802117677,6028.478808319633,185882.3969
80,0,0,3674,20,6,10,1,6028.412802117677,6028.688054199023,148908.7325
80,0,0,8216,20,6,10,0,6028.412802117677,6028.412802117677,349650.1171
40,0,0,4434,20,6,10,9,6028.412802117677,6029.806492532845,185835.0924
40,0,0,5296,20,6,10,8,6028.412802117677,6028.664199097286,235159.7909
40,0,0,3060,20,6,10,7,6028.412802117677,6028.477445880068,132100.5029
40,0,0,1632,20,6,10,6,6028.412802117677,6033.781848943273,68027.9051
40,0,0,3470,20,6,10,5,6028.412802117677,6028.639653940215,166630.0188
40,0,0,5488,20,6,10,4,6028.412802117677,6028.412802117677,280178.7993
40,0,0,6746,20,6,10,3,6028.412802117677,6028.412802117677,333064.1614
40,0,0,1830,20,6,10,2,6028.412802117677,6028.689295568465,96503.4288
40,0,0,2732,20,6,10,1,6028.412802117677,6028.87755,128228.6713
40,0,0,2422,20,6,10,0,6028.412802117677,6029.696009747145,137104.5891
20,0,0,1044,20,6,10,9,6028.412802117677,6039.155972958644,52187.9122
20,0,0,1338,20,6,10,8,6028.412802117677,6036.337627130031,73288.1945
20,0,0,2340,20,6,10,7,6028.412802117677,6028.529244305842,118293.2194
20,0,0,1288,20,6,10,6,6028.412802117677,6036.337627130031,65840.0737
20,0,0,1404,20,6,10,5,6028.412802117677,6036.511353,77345.55
20,0,0,2194,20,6,10,4,6028.412802117677,6029.723845186592,114162.2587
20,0,0,1450,20,6,10,3,6028.412802117677,6029.895642864073,76837.552
20,0,0,1996,20,6,10,2,6028.412802117677,6035.654522803714,113098.7399
20,0,0,1662,20,6,10,1,6028.412802117677,6028.412802117677,94840.6388
20,0,0,1042,20,6,10,0,6028.412802117677,6036.4648251123535,55707.9596
10,0,0,1220,20,6,10,9,6028.412802117677,6031.391326846644,59993.2502
10,0,0,422,20,6,10,8,6028.412802117677,6033.906985193105,22677.4353
10,0,0,500,20,6,10,7,6028.412802117677,6030.136281688544,30766.5957
10,0,0,1118,20,6,10,6,6028.412802117677,6029.2094444698205,67237.7603
10,0,0,632,20,6,10,5,6028.412802117677,6033.724015465667,35183.3238
10,0,0,820,20,6,10,4,6028.412802117677,6028.924193612474,48662.1932
10,0,0,824,20,6,10,3,6028.412802117677,6038.772944919438,48577.3795
10,0,0,960,20,6,10,2,6028.412802117677,6030.151104627628,45885.2849
10,0,0,696,20,6,10,1,6028.412802117677,6031.817222813988,35398.1465
10,0,0,862,20,6,10,0,6028.412802117677,6037.921972,35517.0793
5,0,0,156,20,6,10,9,6028.412802117677,6059.055805262067,5796.9511
5,0,0,234,20,6,10,8,6028.412802117677,6036.755156,10888.988
5,0,0,198,20,6,10,7,6028.412802117677,6055.744361821188,9269.1858
5,0,0,192,20,6,10,6,6028.412802117677,6055.744361821188,6528.1128
5,0,0,472,20,6,10,5,6028.412802117677,6037.432117936408,16075.7899
5,0,0,152,20,6,10,4,6028.412802117677,6059.055805262067,3668.5691
5,0,0,248,20,6,10,3,6028.412802117677,6039.161109374149,8569.5227
5,0,0,242,20,6,10,2,6028.412802117677,6036.833075804934,6508.0434
5,0,0,216,20,6,10,1,6028.412802117677,6036.860327136659,7188.3984
5,0,0,204,20,6,10,0,6028.412802117677,6059.055805262067,6693.1404
80,0,0,4926,20,7,1,9,6765.454512649723,6765.511505489193,171872.6814
80,0,0,9238,20,7,1,8,6765.454512649723,6765.454512649723,322909.0254
80,0,0,9844,20,7,1,7,6765.454512649723,6765.454512649723,354895.8493
80,0,0,6756,20,7,1,6,6765.454512649723,6765.454512649723,294128.6602
80,0,0,4426,20,7,1,5,6765.454512649723,6765.542419933837,192516.4813
80,0,0,4770,20,7,1,4,6765.454512649723,6765.458414758942,201786.9566
80,0,0,6132,20,7,1,3,6765.454512649723,6765.454512649723,303545.6775
80,0,0,6322,20,7,1,2,6765.454512649723,6765.476023948933,287868.3668
80,0,0,4046,20,7,1,1,6765.454512649723,6765.811223983711,213245.6566
80,0,0,7906,20,7,1,0,6765.454512649723,6765.454512649723,434684.5504
40,0,0,2748,20,7,1,9,6765.454512649723,6765.4622160128765,144671.694
40,0,0,1748,20,7,1,8,6765.454512649723,6765.866066263118,107405.3814
40,0,0,2318,20,7,1,7,6765.454512649723,6765.622501092733,134508.5508
40,0,0,2992,20,7,1,6,6765.454512649723,6765.4622160128765,161620.2793
40,0,0,3378,20,7,1,5,6765.454512649723,6765.5130117348235,213999.2722
40,0,0,7200,20,7,1,4,6765.454512649723,6765.472062219889,424994.7563
40,0,0,5238,20,7,1,3,6765.454512649723,6765.595319200477,350922.1595
40,0,0,2632,20,7,1,2,6765.454512649723,6765.476023948933,170168.9069
40,0,0,4618,20,7,1,1,6765.454512649723,6765.458414758942,310075.01
40,0,0,3680,20,7,1,0,6765.454512649723,6765.567590904022,271542.4668
20,0,0,2306,20,7,1,9,6765.454512649723,6765.517365225179,154253.3197
20,0,0,1076,20,7,1,8,6765.454512649723,6765.7690870430115,74852.6669
