GenerationNumberTermination,X,Y,TotalIterations,Stations,Drones,MTSPIteration,GeneticIteration,BestDistance,Genetic,TimeTaken
100,0,0,3728,25,3,4,1,4860.719035104019,4903.967335530081,636844.7465
100,0,0,3722,25,3,4,0,4860.719035104019,4887.076993214862,589884.7186
50,0,0,1842,25,3,4,9,4860.719035104019,4861.600414932051,320222.8089
50,0,0,1824,25,3,4,8,4860.719035104019,4895.543998,339035.8949
50,0,0,1794,25,3,4,7,4860.719035104019,4924.437416083726,312048.2863
50,0,0,1864,25,3,4,6,4860.719035104019,4864.5661484440925,330913.3224
50,0,0,1834,25,3,4,5,4860.719035104019,4925.976043993239,285235.3242
50,0,0,1820,25,3,4,4,4860.719035104019,4924.227682040419,303146.6687
50,0,0,1862,25,3,4,3,4860.719035104019,4925.976043993239,298635.6511
50,0,0,1794,25,3,4,2,4860.719035104019,4923.119288550081,372366.3271
50,0,0,1906,25,3,4,1,4860.719035104019,4923.974130466779,327050.3304
50,0,0,1890,25,3,4,0,4860.719035104019,4929.251680518782,189920.4088
800,0,0,29784,25,3,5,9,4668.113979886609,4668.901546,1340551.786
800,0,0,30152,25,3,5,8,4668.113979886609,4668.794762656824,1414254.888
800,0,0,29866,25,3,5,7,4668.113979886609,4669.1134500278495,1502897.067
800,0,0,29836,25,3,5,6,4668.113979886609,4668.199096296518,1642979.377
800,0,0,30148,25,3,5,5,4668.113979886609,4669.1134500278495,1773733.461
800,0,0,29762,25,3,5,4,4668.113979886609,4668.316350788031,1929550.273
800,0,0,30110,25,3,5,3,4668.113979886609,4668.113979886609,2061922.128
800,0,0,30144,25,3,5,2,4668.113979886609,4668.144266131931,2115407.391
800,0,0,30118,25,3,5,1,4668.113979886609,4668.202483358006,2222912.161
800,0,0,29790,25,3,5,0,4668.113979886609,4668.202483358006,2367283.04
400,0,0,14966,25,3,5,9,4668.113979886609,4669.1134500278495,1289168.35
400,0,0,15070,25,3,5,8,4668.113979886609,4669.1134500278495,1313178.755
400,0,0,15134,25,3,5,7,4668.113979886609,4669.1134500278495,1421580.813
400,0,0,15038,25,3,5,6,4668.113979886609,4668.6857552170395,1505408.867
400,0,0,14890,25,3,5,5,4668.113979886609,4668.302502882321,1507595.816
400,0,0,14848,25,3,5,4,4668.113979886609,4669.1134500278495,1557755.471
400,0,0,15128,25,3,5,3,4668.113979886609,4669.1134500278495,1600565.617
400,0,0,14868,25,3,5,2,4668.113979886609,4669.255216,1648577.208
400,0,0,14900,25,3,5,1,4668.113979886609,4669.1134500278495,1721833.49
400,0,0,15088,25,3,5,0,4668.113979886609,4669.1134500278495,1829902.463
200,0,0,7462,25,3,5,9,4668.113979886609,4669.1134500278495,956235.576
200,0,0,7438,25,3,5,8,4668.113979886609,4668.754532511422,987802.1971
200,0,0,7496,25,3,5,7,4668.113979886609,4668.794762656824,1035951.089
200,0,0,7492,25,3,5,6,4668.113979886609,4669.1134500278495,1041297.995
200,0,0,7410,25,3,5,5,4668.113979886609,4668.377787378584,1046947.078
200,0,0,7470,25,3,5,4,4668.113979886609,4668.298787228487,1110842.409
200,0,0,7446,25,3,5,3,4668.113979886609,4669.095628229732,1081728.471
200,0,0,7472,25,3,5,2,4668.113979886609,4669.1134500278495,1101733.764
200,0,0,7494,25,3,5,1,4668.113979886609,4669.1134500278495,1164835.681
200,0,0,7590,25,3,5,0,4668.113979886609,4669.1134500278495,1195995.72
100,0,0,3666,25,3,5,9,4668.113979886609,4668.202483358006,562978.9667
100,0,0,3696,25,3,5,8,4668.113979886609,4669.1134500278495,599414.0833
100,0,0,3740,25,3,5,7,4668.113979886609,4669.1134500278495,615029.8419
100,0,0,3680,25,3,5,6,4668.113979886609,4670.114833640127,598295.5048
100,0,0,3628,25,3,5,5,4668.113979886609,4669.255216,605268.9414
100,0,0,3798,25,3,5,4,4668.113979886609,4669.1134500278495,619572.062
100,0,0,3754,25,3,5,3,4668.113979886609,4668.437902203436,652927.6302
100,0,0,3646,25,3,5,2,4668.113979886609,4668.302502882321,609277.4206
100,0,0,3730,25,3,5,1,4668.113979886609,4669.1134500278495,643143.0426
100,0,0,3720,25,3,5,0,4668.113979886609,4668.3105036890265,638948.5279
50,0,0,1870,25,3,5,9,4668.113979886609,4669.088031064307,320616.2202
50,0,0,1832,25,3,5,8,4668.113979886609,4668.530424413169,321156.6708
50,0,0,1834,25,3,5,7,4668.113979886609,4669.255216,327892.8522
50,0,0,1872,25,3,5,6,4668.113979886609,4668.329743,336439.3635
50,0,0,1772,25,3,5,5,4668.113979886609,4670.459080676484,323254.8673
50,0,0,1800,25,3,5,4,4668.113979886609,4670.114833640127,319522.7672
50,0,0,1846,25,3,5,3,4668.113979886609,4669.182857173144,305526.4154
50,0,0,1788,25,3,5,2,4668.113979886609,4669.991105542325,298757.2881
50,0,0,1820,25,3,5,1,4668.113979886609,4670.200799266566,301358.4057
50,0,0,1900,25,3,5,0,4668.113979886609,4668.144266131931,180396.3036
800,0,0,29948,25,3,6,9,4689.988659361467,4690.471700689443,1541975.925
800,0,0,29818,25,3,6,8,4689.988659361467,4690.961772188805,1521485.821
800,0,0,30018,25,3,6,7,4689.988659361467,4691.165685673749,1330957.527
800,0,0,30042,25,3,6,6,4689.988659361467,4693.559718814402,1493302.811
800,0,0,29966,25,3,6,5,4689.988659361467,4690.471700689443,2088538.85
800,0,0,29980,25,3,6,4,4689.988659361467,4690.488189440208,1980584.426
800,0,0,30198,25,3,6,3,4689.988659361467,4691.5064675906315,1826301.678
800,0,0,29976,25,3,6,2,4689.988659361467,4694.147864194261,2393907.331
800,0,0,30042,25,3,6,1,4689.988659361467,4690.488189440208,2145955.564
800,0,0,30042,25,3,6,0,4689.988659361467,4692.339003861275,3336119.932
400,0,0,14922,25,3,6,9,4689.988659361467,4690.471700689443,1411676.885
400,0,0,15050,25,3,6,8,4689.988659361467,4689.988659361467,1128968.078
400,0,0,14936,25,3,6,7,4689.988659361467,4690.471700689443,1644552.927
400,0,0,15068,25,3,6,6,4689.988659361467,4695.736854422495,1267156.545
400,0,0,15092,25,3,6,5,4689.988659361467,4690.015959,1451975.517
400,0,0,15006,25,3,6,4,4689.988659361467,4690.488189440208,1695549.752
400,0,0,14946,25,3,6,3,4689.988659361467,4689.988659361467,1714481.974
400,0,0,14964,25,3,6,2,4689.988659361467,4690.488189440208,1813260.251
400,0,0,14948,25,3,6,1,4689.988659361467,4690.488189440208,1625280.102
400,0,0,15026,25,3,6,0,4689.988659361467,4690.471700689443,2300813.95
200,0,0,7446,25,3,6,9,4689.988659361467,4690.909961,936305.2579
200,0,0,7436,25,3,6,8,4689.988659361467,4690.015959,940898.7051
200,0,0,7510,25,3,6,7,4689.988659361467,4690.317369440878,1023575.994
200,0,0,7406,25,3,6,6,4689.988659361467,4691.538437330154,1107274.166
200,0,0,7500,25,3,6,5,4689.988659361467,4692.339003861275,1370457.774
200,0,0,7498,25,3,6,4,4689.988659361467,4698.903337,960786.8674
200,0,0,7532,25,3,6,3,4689.988659361467,4700.202903321742,935324.5925
200,0,0,7434,25,3,6,2,4689.988659361467,4691.948873405773,1117494.906
200,0,0,7464,25,3,6,1,4689.988659361467,4692.143835562375,1520242.94
200,0,0,7320,25,3,6,0,4689.988659361467,4697.734555,1061778.262
100,0,0,3780,25,3,6,9,4689.988659361467,4691.165685673749,562409.2756
100,0,0,3740,25,3,6,8,4689.988659361467,4691.860630043044,556017.4364
100,0,0,3734,25,3,6,7,4689.988659361467,4692.3156190686495,534575.845
100,0,0,3708,25,3,6,6,4689.988659361467,4699.190020442709,608428.6135
100,0,0,3670,25,3,6,5,4689.988659361467,4695.473716,545138.4892
100,0,0,3636,25,3,6,4,4689.988659361467,4695.989251,520217.1796
100,0,0,3622,25,3,6,3,4689.988659361467,4702.674386285795,526221.4237
100,0,0,3642,25,3,6,2,4689.988659361467,4701.782586703795,573552.9479
100,0,0,3598,25,3,6,1,4689.988659361467,4693.559718814402,573190.5829
100,0,0,3724,25,3,6,0,4689.988659361467,4698.365849089444,626106.469
50,0,0,1808,25,3,6,9,4689.988659361467,4702.674386285795,267666.0599
50,0,0,1860,25,3,6,8,4689.988659361467,4714.6636301945455,288438.0135
50,0,0,1836,25,3,6,7,4689.988659361467,4699.839141393065,309923.0057
50,0,0,1844,25,3,6,6,4689.988659361467,4697.734555,306737.7026
50,0,0,1820,25,3,6,5,4689.988659361467,4691.860630043044,406413.8695
50,0,0,1828,25,3,6,4,4689.988659361467,4692.1421310380865,295845.3656
50,0,0,1790,25,3,6,3,4689.988659361467,4718.911656364716,283431.444
50,0,0,1880,25,3,6,2,4689.988659361467,4690.471700689443,386045.7694
50,0,0,1846,25,3,6,1,4689.988659361467,4692.143835562375,372082.9217
50,0,0,1860,25,3,6,0,4689.988659361467,4691.860630043044,219137.6943
800,0,0,29864,25,3,7,9,4756.410579817034,4756.410579817034,1353256.564
800,0,0,30066,25,3,7,8,4756.410579817034,4758.195837051767,1416623.922
800,0,0,30026,25,3,7,7,4756.410579817034,4762.320999136625,1506095.772
800,0,0,30048,25,3,7,6,4756.410579817034,4763.174165151319,1666955.457
800,0,0,30286,25,3,7,5,4756.410579817034,4757.112529093807,1792306.148
800,0,0,29934,25,3,7,4,4756.410579817034,4756.410579817034,1864382.944
800,0,0,29980,25,3,7,3,4756.410579817034,4756.410579817034,1999848.406
800,0,0,30026,25,3,7,2,4756.410579817034,4756.410579817034,2106618.691
800,0,0,29980,25,3,7,1,4756.410579817034,4758.195837051767,2330264.052
800,0,0,30044,25,3,7,0,4756.410579817034,4763.174165151319,2344617.2
400,0,0,14944,25,3,7,9,4756.410579817034,4756.410579817034,1318043.529
400,0,0,14706,25,3,7,8,4756.410579817034,4760.614557940828,1383328.026
400,0,0,14904,25,3,7,7,4756.410579817034,4756.410579817034,1387521.616
400,0,0,15018,25,3,7,6,4756.410579817034,4756.410579817034,1453058.411
400,0,0,14838,25,3,7,5,4756.410579817034,4757.112529093807,1643014.348
400,0,0,14854,25,3,7,4,4756.410579817034,4786.422842358339,1610479.682
400,0,0,14860,25,3,7,3,4756.410579817034,4762.320999136625,1562117.49
400,0,0,15022,25,3,7,2,4756.410579817034,4771.9804,1570791.487
400,0,0,14802,25,3,7,1,4756.410579817034,4757.2425880133005,1630510.012
400,0,0,14848,25,3,7,0,4756.410579817034,4835.214183021243,1822888.003
200,0,0,7376,25,3,7,9,4756.410579817034,4756.410579817034,919048.0997
200,0,0,7530,25,3,7,8,4756.410579817034,4811.384603229687,1033582.799
200,0,0,7362,25,3,7,7,4756.410579817034,4761.744674930594,1045569.249
200,0,0,7512,25,3,7,6,4756.410579817034,4758.195837051767,1062466.818
200,0,0,7482,25,3,7,5,4756.410579817034,4758.346972457544,1070860.526
200,0,0,7450,25,3,7,4,4756.410579817034,4764.979846366415,1128540.851
200,0,0,7394,25,3,7,3,4756.410579817034,4760.614557940828,1092449.512
200,0,0,7554,25,3,7,2,4756.410579817034,4884.625849506592,1121145.26
200,0,0,7438,25,3,7,1,4756.410579817034,4777.591894793254,1154313.478
200,0,0,7464,25,3,7,0,4756.410579817034,4756.410579817034,1146950.772
100,0,0,3670,25,3,7,9,4756.410579817034,4811.177512023517,626227.9126
100,0,0,3788,25,3,7,8,4756.410579817034,4794.1358262961285,722258.9445
100,0,0,3706,25,3,7,7,4756.410579817034,4760.614557940828,592093.6635
100,0,0,3710,25,3,7,6,4756.410579817034,4793.591252142309,706459.3094
100,0,0,3708,25,3,7,5,4756.410579817034,4785.0618449381955,563897.299
100,0,0,3706,25,3,7,4,4756.410579817034,4848.740129399292,605874.1111
100,0,0,3658,25,3,7,3,4756.410579817034,4848.8009766995265,612846.5937
100,0,0,3718,25,3,7,2,4756.410579817034,4849.039368449112,623063.925
100,0,0,3712,25,3,7,1,4756.410579817034,4847.407909182844,621780.8903
100,0,0,3684,25,3,7,0,4756.410579817034,4787.747506590353,637215.7622
50,0,0,1846,25,3,7,9,4756.410579817034,4793.591252142309,341354.0995
50,0,0,1792,25,3,7,8,4756.410579817034,4801.474609038267,283617.8297
50,0,0,1858,25,3,7,7,4756.410579817034,4803.085698489838,355501.0943
50,0,0,1836,25,3,7,6,4756.410579817034,4892.023395184374,293953.1231
50,0,0,1850,25,3,7,5,4756.410579817034,4764.469349974824,351263.265
50,0,0,1826,25,3,7,4,4756.410579817034,4847.534175623805,331725.9275
50,0,0,1844,25,3,7,3,4756.410579817034,4889.506640185669,318191.234
50,0,0,1824,25,3,7,2,4756.410579817034,4800.439440294944,316975.58
50,0,0,1838,25,3,7,1,4756.410579817034,4763.167420038162,236146.2136
50,0,0,1822,25,3,7,0,4756.410579817034,4764.0573444970305,139979.4026
800,0,0,30164,25,3,8,9,5756.104551084906,5757.728200563783,1297967.46
800,0,0,29918,25,3,8,8,5756.104551084906,5757.884041710823,1560158.487
800,0,0,29990,25,3,8,7,5756.104551084906,5763.987519785077,1512804.703
800,0,0,29912,25,3,8,6,5756.104551084906,5757.706357,1807055.863
800,0,0,29900,25,3,8,5,5756.104551084906,5757.706357,1913436.475
800,0,0,29898,25,3,8,4,5756.104551084906,5757.308558956989,1891907.509
800,0,0,30218,25,3,8,3,5756.104551084906,5757.728200563783,1977199.547
800,0,0,29804,25,3,8,2,5756.104551084906,5757.835653866636,2377203.677
800,0,0,30298,25,3,8,1,5756.104551084906,5757.728200563783,2354047.059
800,0,0,29878,25,3,8,0,5756.104551084906,5757.923688646827,2546003.796
400,0,0,14956,25,3,8,9,5756.104551084906,5756.861928703362,1365366.44
400,0,0,15070,25,3,8,8,5756.104551084906,5757.706357,1569043.877
400,0,0,14972,25,3,8,7,5756.104551084906,5764.23306,1516664.617
400,0,0,15050,25,3,8,6,5756.104551084906,5757.728200563783,1380153.253
400,0,0,14828,25,3,8,5,5756.104551084906,5756.757492257411,1709526.743
400,0,0,14996,25,3,8,4,5756.104551084906,5757.945412888329,1686920.675
400,0,0,15002,25,3,8,3,5756.104551084906,5757.728200563783,1732118.089
400,0,0,14872,25,3,8,2,5756.104551084906,5757.923688646827,1902365.909
400,0,0,15060,25,3,8,1,5756.104551084906,5757.945412888329,1794074.454
400,0,0,15040,25,3,8,0,5756.104551084906,5759.020951535098,1974141.255
200,0,0,7408,25,3,8,9,5756.104551084906,5759.427299974822,979349.1712
200,0,0,7530,25,3,8,8,5756.104551084906,5757.728200563783,1022167.461
200,0,0,7414,25,3,8,7,5756.104551084906,5756.362545276266,1229541.138
200,0,0,7470,25,3,8,6,5756.104551084906,5760.469036618611,1148145.683
200,0,0,7430,25,3,8,5,5756.104551084906,5757.965548160126,1125751.838
200,0,0,7444,25,3,8,4,5756.104551084906,5759.506702597571,1226275.582
200,0,0,7424,25,3,8,3,5756.104551084906,5759.237033103668,1245793.085
200,0,0,7446,25,3,8,2,5756.104551084906,5761.219148317488,1250303.885
200,0,0,7564,25,3,8,1,5756.104551084906,5757.965548160126,1286085.801
200,0,0,7332,25,3,8,0,5756.104551084906,5756.274669653753,1344301.867
100,0,0,3632,25,3,8,9,5756.104551084906,5757.923688646827,663597.7929
100,0,0,3720,25,3,8,8,5756.104551084906,5759.451034181349,680320.3654
100,0,0,3730,25,3,8,7,5756.104551084906,5771.628410758973,726031.5801
100,0,0,3720,25,3,8,6,5756.104551084906,5760.771457,665893.5155
100,0,0,3724,25,3,8,5,5756.104551084906,5765.521477463006,730264.8126
100,0,0,3668,25,3,8,4,5756.104551084906,5771.883648423096,688041.8784
100,0,0,3738,25,3,8,3,5756.104551084906,5760.593636783385,679203.7278
100,0,0,3676,25,3,8,2,5756.104551084906,5760.608494634274,686967.8131
100,0,0,3664,25,3,8,1,5756.104551084906,5771.686461,711226.4394
100,0,0,3766,25,3,8,0,5756.104551084906,5757.884041710823,838229.6919
50,0,0,1848,25,3,8,9,5756.104551084906,5772.930289036987,375954.1929
50,0,0,1814,25,3,8,8,5756.104551084906,5770.607078426836,400927.462
50,0,0,1834,25,3,8,7,5756.104551084906,5771.697792971296,353571.9913
50,0,0,1840,25,3,8,6,5756.104551084906,5757.175880730139,372343.0251
50,0,0,1792,25,3,8,5,5756.104551084906,5759.672813664553,367146.2389
50,0,0,1870,25,3,8,4,5756.104551084906,5771.793535826875,379286.1455
50,0,0,1866,25,3,8,3,5756.104551084906,5757.706357,413892.2125
50,0,0,1856,25,3,8,2,5756.104551084906,5771.764316298684,398034.1047
50,0,0,1854,25,3,8,1,5756.104551084906,5771.734175243879,255603.1226
50,0,0,1890,25,3,8,0,5756.104551084906,5771.928838903816,149749.4797
800,0,0,29898,25,3,9,9,5135.193296396739,5139.406523825099,1449271.688
800,0,0,29828,25,3,9,8,5135.193296396739,5137.045013497997,1397321.294
800,0,0,29998,25,3,9,7,5135.193296396739,5140.372100122735,1477136.149
800,0,0,30002,25,3,9,6,5135.193296396739,5135.193296396739,1587531.405
800,0,0,30020,25,3,9,5,5135.193296396739,5137.133127054771,1658146.801
800,0,0,29890,25,3,9,4,5135.193296396739,5139.266641223541,1882580.124
800,0,0,29950,25,3,9,3,5135.193296396739,5143.2431392005055,1967399.406
800,0,0,30154,25,3,9,2,5135.193296396739,5135.193296396739,2137744.341
800,0,0,29922,25,3,9,1,5135.193296396739,5136.138050496866,1985417.329
800,0,0,29792,25,3,9,0,5135.193296396739,5136.57076,2569438.199
400,0,0,14984,25,3,9,9,5135.193296396739,5136.721273174075,1306638.06
400,0,0,14872,25,3,9,8,5135.193296396739,5139.926340667406,1278221.183
400,0,0,14950,25,3,9,7,5135.193296396739,5144.0964608875865,1378299.39
400,0,0,15054,25,3,9,6,5135.193296396739,5143.2431392005055,1465142.2
400,0,0,14914,25,3,9,5,5135.193296396739,5136.167813,1447733.816
400,0,0,14990,25,3,9,4,5135.193296396739,5144.0964608875865,1487495.617
400,0,0,14834,25,3,9,3,5135.193296396739,5139.266641223541,1470422.143
400,0,0,14918,25,3,9,2,5135.193296396739,5139.406523825099,1657582.533
400,0,0,15106,25,3,9,1,5135.193296396739,5136.57076,1787206.458
400,0,0,15062,25,3,9,0,5135.193296396739,5136.57076,1872014.712
200,0,0,7456,25,3,9,9,5135.193296396739,5142.925691219736,960774.2346
200,0,0,7542,25,3,9,8,5135.193296396739,5139.698651457213,936808.392
200,0,0,7408,25,3,9,7,5135.193296396739,5135.927879341411,1082505.492
200,0,0,7450,25,3,9,6,5135.193296396739,5140.612636365602,1049593.872
200,0,0,7390,25,3,9,5,5135.193296396739,5140.468654919865,964260.6796
200,0,0,7488,25,3,9,4,5135.193296396739,5144.234727490736,1024985.877
200,0,0,7398,25,3,9,3,5135.193296396739,5136.57076,1062115.81
200,0,0,7450,25,3,9,2,5135.193296396739,5146.012418304463,1233916.473
200,0,0,7526,25,3,9,1,5135.193296396739,5145.072744838969,1134275.747
200,0,0,7582,25,3,9,0,5135.193296396739,5143.268552,1027867.785
100,0,0,3688,25,3,9,9,5135.193296396739,5160.716804903041,626464.4699
100,0,0,3764,25,3,9,8,5135.193296396739,5136.57076,610821.3663
100,0,0,3698,25,3,9,7,5135.193296396739,5143.287702241199,547714.8338
100,0,0,3634,25,3,9,6,5135.193296396739,5144.234727490736,673194.479
100,0,0,3640,25,3,9,5,5135.193296396739,5135.927879341411,605359.2798
100,0,0,3792,25,3,9,4,5135.193296396739,5143.287702241199,619159.4926
100,0,0,3730,25,3,9,3,5135.193296396739,5135.927879341411,620350.8313
100,0,0,3690,25,3,9,2,5135.193296396739,5145.722918979399,597909.0684
100,0,0,3726,25,3,9,1,5135.193296396739,5169.038538259909,680365.8577
100,0,0,3670,25,3,9,0,5135.193296396739,5142.5955943154695,583155.1385
50,0,0,1846,25,3,9,9,5135.193296396739,5190.727670446469,343285.663
50,0,0,1858,25,3,9,8,5135.193296396739,5154.424295,313452.1928
50,0,0,1820,25,3,9,7,5135.193296396739,5144.070781,316657.6393
50,0,0,1776,25,3,9,6,5135.193296396739,5193.573285133392,348016.734
50,0,0,1900,25,3,9,5,5135.193296396739,5189.916447240924,276103.3903
50,0,0,1832,25,3,9,4,5135.193296396739,5141.683551,354543.0196
50,0,0,1860,25,3,9,3,5135.193296396739,5146.082750696527,288009.7528
50,0,0,1812,25,3,9,2,5135.193296396739,5180.745426096813,319888.006
50,0,0,1816,25,3,9,1,5135.193296396739,5173.714102732883,190220.0507
50,0,0,1884,25,3,9,0,5135.193296396739,5144.2888223615155,99502.5899
800,0,0,29964,25,3,10,9,4737.622479193389,4737.663271260421,1210915.51
800,0,0,30076,25,3,10,8,4737.622479193389,4737.663271260421,1331806.038
800,0,0,30038,25,3,10,7,4737.622479193389,4737.6540771369955,1443860.054
800,0,0,29942,25,3,10,6,4737.622479193389,4737.690576283878,1772723.823
800,0,0,30180,25,3,10,5,4737.622479193389,4737.663271260421,1915894.64
800,0,0,30100,25,3,10,4,4737.622479193389,4737.669438149336,1952099.639
800,0,0,30146,25,3,10,3,4737.622479193389,4737.622479193389,2061114.454
800,0,0,30064,25,3,10,2,4737.622479193389,4737.628664073058,2250826.038
800,0,0,30076,25,3,10,1,4737.622479193389,4737.669438149336,2618048.968
800,0,0,29996,25,3,10,0,4737.622479193389,4737.787990857766,2100739.981
400,0,0,14974,25,3,10,9,4737.622479193389,4737.704081,1325384.127
400,0,0,14910,25,3,10,8,4737.622479193389,4737.669438149336,1381702.159
400,0,0,15014,25,3,10,7,4737.622479193389,4737.835305129315,1560582.781
400,0,0,15002,25,3,10,6,4737.622479193389,4737.690576283878,1823404.548
400,0,0,14982,25,3,10,5,4737.622479193389,4737.924170926393,1540421.186
400,0,0,14782,25,3,10,4,4737.622479193389,4737.6540771369955,1558126.801
400,0,0,14978,25,3,10,3,4737.622479193389,4738.310548847933,1441574.134
400,0,0,15102,25,3,10,2,4737.622479193389,4737.6540771369955,1648817.862
400,0,0,14876,25,3,10,1,4737.622479193389,4737.765882467356,1848546.165
400,0,0,14928,25,3,10,0,4737.622479193389,4737.655674,1918618.028
200,0,0,7560,25,3,10,9,4737.622479193389,4743.424931827023,942735.1405
200,0,0,7398,25,3,10,8,4737.622479193389,4738.653093,996868.6
200,0,0,7482,25,3,10,7,4737.622479193389,4738.805016250213,1043718.286
200,0,0,7408,25,3,10,6,4737.622479193389,4737.628664073058,1069983.532
200,0,0,7464,25,3,10,5,4737.622479193389,4737.966286957473,1074757.194
200,0,0,7556,25,3,10,4,4737.622479193389,4743.424931827023,960949.8245
200,0,0,7402,25,3,10,3,4737.622479193389,4742.574689781641,1027894.865
200,0,0,7510,25,3,10,2,4737.622479193389,4737.828337209179,1185664.209
200,0,0,7446,25,3,10,1,4737.622479193389,4739.432833700669,1281201.658
200,0,0,7608,25,3,10,0,4737.622479193389,4737.828337209179,1171675.484
100,0,0,3730,25,3,10,9,4737.622479193389,4738.750225937689,522807.1137
100,0,0,3682,25,3,10,8,4737.622479193389,4737.813639621066,674884.1218
100,0,0,3684,25,3,10,7,4737.622479193389,4738.974623615208,557679.2004
100,0,0,3708,25,3,10,6,4737.622479193389,4740.922964728965,613078.6755
100,0,0,3658,25,3,10,5,4737.622479193389,4742.574689781641,592713.0724
100,0,0,3698,25,3,10,4,4737.622479193389,4737.966286957473,641952.7551
100,0,0,3688,25,3,10,3,4737.622479193389,4740.382761242649,553910.7915
100,0,0,3694,25,3,10,2,4737.622479193389,4738.694844410407,532294.9199
100,0,0,3824,25,3,10,1,4737.622479193389,4737.639563337498,690614.6238
100,0,0,3708,25,3,10,0,4737.622479193389,4737.689847,648672.3354
50,0,0,1792,25,3,10,9,4737.622479193389,4738.104366705572,286766.011
50,0,0,1834,25,3,10,8,4737.622479193389,4738.7271049385945,324081.3204
50,0,0,1874,25,3,10,7,4737.622479193389,4737.705187,311737.5286
50,0,0,1830,25,3,10,6,4737.622479193389,4737.6540771369955,340044.7344
50,0,0,1782,25,3,10,5,4737.622479193389,4743.424931827023,300683.1476
50,0,0,1860,25,3,10,4,4737.622479193389,4737.628664073058,353470.529
50,0,0,1814,25,3,10,3,4737.622479193389,4738.250296,342833.7578
50,0,0,1872,25,3,10,2,4737.622479193389,4753.753950457191,338760.3887
50,0,0,1818,25,3,10,1,4737.622479193389,4738.118316980719,339282.272
50,0,0,1904,25,3,10,0,4737.622479193389,4744.180267497262,313129.4916
800,0,0,29832,25,4,1,9,4946.128693801685,4946.296543030322,1356639.539
800,0,0,30038,25,4,1,8,4946.128693801685,4946.401911460047,1550820.377
800,0,0,29934,25,4,1,7,4946.128693801685,4946.303484186337,1756677.953
800,0,0,29980,25,4,1,6,4946.128693801685,4946.293311261565,1719826.876
800,0,0,29896,25,4,1,5,4946.128693801685,4946.293311261565,1768017.325
800,0,0,29796,25,4,1,4,4946.128693801685,4946.303484186337,2047662.877
800,0,0,29954,25,4,1,3,4946.128693801685,4946.895995,1947504.828
800,0,0,29918,25,4,1,2,4946.128693801685,4946.211102260693,2030487.41
800,0,0,29766,25,4,1,1,4946.128693801685,4946.128693801685,2166094.122
800,0,0,29900,25,4,1,0,4946.128693801685,4946.283684915465,2371074.05
400,0,0,14964,25,4,1,9,4946.128693801685,4946.667582723978,1234622.491
400,0,0,14890,25,4,1,8,4946.128693801685,4946.211102260693,1404323.275
400,0,0,14994,25,4,1,7,4946.128693801685,4946.211102260693,1382179.279
400,0,0,14852,25,4,1,6,4946.128693801685,4946.540590166731,1418094.443
400,0,0,14854,25,4,1,5,4946.128693801685,4946.283684915465,1341487.157
400,0,0,15008,25,4,1,4,4946.128693801685,4946.283684915465,1436598.359
400,0,0,15112,25,4,1,3,4946.128693801685,4946.956571833016,1487402.17
400,0,0,14994,25,4,1,2,4946.128693801685,4946.667582723978,1517823.656
400,0,0,14964,25,4,1,1,4946.128693801685,4946.296543030322,1679758.279
400,0,0,14986,25,4,1,0,4946.128693801685,4946.538774452229,1725224.037
200,0,0,7460,25,4,1,9,4946.128693801685,4946.296543030322,898472.3107
200,0,0,7524,25,4,1,8,4946.128693801685,4946.424539845935,935730.338
200,0,0,7568,25,4,1,7,4946.128693801685,4946.7761756893115,913480.5796
200,0,0,7506,25,4,1,6,4946.128693801685,4947.277388496213,900020.9027
200,0,0,7420,25,4,1,5,4946.128693801685,4946.790091677022,884475.5445
200,0,0,7518,25,4,1,4,4946.128693801685,4946.283684915465,916216.0401
200,0,0,7398,25,4,1,3,4946.128693801685,4946.283684915465,970617.444
200,0,0,7450,25,4,1,2,4946.128693801685,4946.7761756893115,915084.2882
200,0,0,7406,25,4,1,1,4946.128693801685,4946.293311261565,986767.3284
200,0,0,7464,25,4,1,0,4946.128693801685,4946.702976623476,974961.4398
100,0,0,3696,25,4,1,9,4946.128693801685,4946.667582723978,495284.0701
100,0,0,3660,25,4,1,8,4946.128693801685,4946.895995,508861.6622
100,0,0,3756,25,4,1,7,4946.128693801685,4947.12077,520212.752
100,0,0,3728,25,4,1,6,4946.128693801685,4946.611006068497,519430.3857
100,0,0,3722,25,4,1,5,4946.128693801685,4947.606363947241,543548.5735
100,0,0,3670,25,4,1,4,4946.128693801685,4946.296543030322,510543.2186
100,0,0,3764,25,4,1,3,4946.128693801685,4946.742457766883,541908.6276
100,0,0,3712,25,4,1,2,4946.128693801685,4946.283684915465,530337.2448
100,0,0,3704,25,4,1,1,4946.128693801685,4953.705161129637,555793.519
100,0,0,3658,25,4,1,0,4946.128693801685,4947.651625156075,559723.579
50,0,0,1826,25,4,1,9,4946.128693801685,4948.587077563647,295604.4621
50,0,0,1836,25,4,1,8,4946.128693801685,4954.107918032232,278118.6494
50,0,0,1832,25,4,1,7,4946.128693801685,5012.014743161402,274946.0914
50,0,0,1888,25,4,1,6,4946.128693801685,4965.413075722799,288167.4461
50,0,0,1874,25,4,1,5,4946.128693801685,4959.786680680218,269436.2864
50,0,0,1832,25,4,1,4,4946.128693801685,4952.904036902087,276783.8932
